fecha,producto,calibre,unidad,serie,precio
2026-03-30,Brazil HON,10-12 lb,USD/kg,Brazil HON|10-12 lb,8.895
2026-03-30,Brazil HON,12-14 lb,USD/kg,Brazil HON|12-14 lb,9.07
2026-03-30,Brazil HON,14-16 lb,USD/kg,Brazil HON|14-16 lb,9.205
2026-03-30,USA Fillet,2/3,USD/lb,USA Fillet|2/3,6.72
2026-03-30,USA Fillet,3/4,USD/lb,USA Fillet|3/4,6.89
2026-03-30,USA Fillet,4/5,USD/lb,USA Fillet|4/5,7.05
