fecha,forecast_lower,forecast,forecast_upper,serie,modelo,producto,calibre,unidad
2026-04-06,6.956969116011003,7.79493689947149,8.355084919385686,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-04-13,6.632449211318463,7.6978145440102805,8.007499076373014,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-04-20,6.516399199672178,7.586415051894607,7.8957060296875685,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-04-27,6.612940769578968,7.389461661696173,7.9439242103186025,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-05-04,6.637768043504624,7.16453153382974,8.06836006978581,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-05-11,6.634038626240664,7.300339770752153,8.029733863631899,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-05-18,6.296981859322352,7.065210054430097,7.782471493699595,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-05-25,6.050439299807042,6.9094500226072135,7.476400550472115,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-06-01,5.695343645302212,6.619266918697502,7.122944123581547,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-06-08,5.505855925975703,6.437199386783035,6.888221656147872,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-06-15,5.397165660884293,6.35050487567457,6.845996593313151,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-06-22,5.581029444275119,6.335736523895919,6.918936817119276,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-06-29,5.670042012919488,6.305700654605847,7.101387369156366,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-07-06,5.637955842562786,6.395415469192093,7.068944608834444,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-07-13,5.564957019402858,6.398344219037337,7.019026256764805,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-07-20,5.452558455936832,6.403113472322116,6.91867323907863,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-07-27,5.283994852139364,6.132114796917842,6.704976606093995,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-08-03,5.205944122497648,6.1068355525795255,6.620735714581128,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-08-10,5.159017978972209,6.009878824108518,6.512201966634127,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-08-17,4.874188522155446,5.878454675043563,6.2869906702513445,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-08-24,4.741820789713254,5.619365990437826,6.093185246132984,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-08-31,4.6597519816108,5.490668904634855,6.041697454158786,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-09-07,4.832185918168204,5.631798423012874,6.148793081019517,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-09-14,4.959423584187636,5.696463180619329,6.387764722065799,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-09-21,4.9978672900327705,5.581828905933351,6.418884832663442,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-09-28,4.850542708719178,5.489788059781506,6.270436357608604,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-10-05,4.744963568575426,5.5293191963730095,6.1279767925018716,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-10-12,4.773016220509739,5.7146603082348495,6.049386534118733,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-10-19,4.910780294462646,5.649058056238241,6.301901976196644,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-10-26,5.104596613168771,5.653862928697139,6.468875989023334,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-11-02,5.165757228933064,5.734543707510994,6.645897514811751,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-11-09,5.12076859415832,5.706951987851679,6.556138135356492,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-11-16,4.992286605429246,5.828018649177299,6.411880575279896,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-11-23,4.916835698101852,5.9949544638273675,6.407117482744125,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-11-30,5.076278139579937,5.893223408106002,6.478814245700056,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-12-07,5.270389575486957,5.8300058243814386,6.658702146617036,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-12-14,5.431205920312751,5.822320556577908,6.841897536014968,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-12-21,5.685790316901836,5.890424882252556,7.079477149749792,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-12-28,5.956474599045838,6.0245518823884066,7.367944736556875,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-01-04,6.273813025846837,6.52440163542261,7.694445762225313,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-01-11,6.332950238343269,6.722610315447922,7.75248331184667,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-01-18,6.3300682350075075,7.057815762619581,7.650742223408875,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-01-25,6.146685856277971,7.360675644406772,7.563230904893266,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-02-01,6.062486637477195,7.146901652338464,7.4369915243728215,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-02-08,6.036368836158862,6.909681417486104,7.414856117505261,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-02-15,6.0947369360713,6.766614614443032,7.5440412290877426,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-02-22,6.259142523227829,6.5258494975207455,7.636523939136318,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-03-01,6.487398383689409,6.523391256493449,7.852068904159308,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-03-08,6.76382782461334,6.808514823548521,8.17203273404164,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-03-15,6.978132576546937,7.302695533388089,8.403995542422077,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-03-22,7.159949301647208,7.409599525665038,8.55223266440924,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-03-29,6.973219816027318,8.30789267645824,8.460883794948566,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-04-05,6.696842570413707,7.6675363641181296,8.115835484767711,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-04-12,6.377503170775998,7.5606822894814165,7.759910798829564,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-04-19,6.155586966479658,7.431148465889994,7.631813163790356,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-04-26,6.218144404992569,7.223128976220161,7.65971055932017,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-05-03,6.307288513863249,7.001759119604159,7.706059462418947,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-05-10,6.276659901444616,7.151797444745491,7.692021947507887,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-05-17,6.073672940941273,6.931950641620969,7.4993551159153435,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-05-24,5.790947040530879,6.784253437677792,7.202710600418113,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-05-31,5.421465384500238,6.490937109372302,6.904678844686672,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-06-07,5.182685643052769,6.2955519403435325,6.59659804935976,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-06-14,5.110524968372013,6.191943471774666,6.563382837114912,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-06-21,5.215806211144215,6.1668236555168585,6.600810862384577,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-06-28,5.342773649020061,6.139862652016344,6.679347577901024,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-07-05,5.391194990924793,6.24282523723096,6.893354987354014,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-07-12,5.301371130340348,6.257629773248524,6.7561576545961755,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-07-19,5.146890383001025,6.264147979774146,6.541014090560072,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-07-26,4.990185243194775,5.987844930232736,6.379108352147427,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-08-02,4.900937153659658,5.9609359947650935,6.32874375881926,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-08-09,4.837093237631577,5.870696577668482,6.282260398297857,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-08-16,4.673121316349424,5.745955277794436,6.057343401513912,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-08-23,4.404447012897262,5.481514346742117,5.814869979350771,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-08-30,4.35279572161265,5.335599727959778,5.770710763923879,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-09-06,4.450057189288561,5.462744198176309,5.847444559374674,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-09-13,4.687143689242309,5.5311572549777015,6.1464154387786625,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-09-20,4.792971474756041,5.434956461081274,6.193324820600408,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2027-09-27,4.7098950458857765,5.357216794577617,6.050427331652124,Brazil HON|10-12 lb,Ensemble Naive+Prophet,Brazil HON,10-12 lb,USD/kg
2026-04-06,7.058752777676074,7.937211830079972,8.599601373180716,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-04-13,6.820124818871147,7.871606332577036,8.336474854192856,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-04-20,6.782905739216563,7.776517454318377,8.174299949066986,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-04-27,6.775258964947124,7.598400881211264,8.341904496160668,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-05-04,6.840289154868601,7.341682906506492,8.309343825622049,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-05-11,6.8208070033589205,7.4180568132772535,8.274413346959731,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-05-18,6.478767861306617,7.233776371055123,8.019616316996707,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-05-25,6.201421304734939,7.02922043909615,7.676855563366811,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-06-01,5.897507441371522,6.734842602141141,7.365595511211491,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-06-08,5.675718504873784,6.629027116907958,7.102743839876939,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-06-15,5.5219212541181015,6.5018959523772075,7.046827365833904,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-06-22,5.647919691889075,6.4549665225117305,7.139190324635867,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-06-29,5.776640183384346,6.4935343845735005,7.190736277932787,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-07-06,5.884093192306767,6.527836920327866,7.326196903495474,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-07-13,5.774315151535367,6.54773812929795,7.184611354194363,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-07-20,5.559054790134289,6.5375858286207045,7.041988279671439,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-07-27,5.360202173491192,6.2244483519274745,6.824510938360838,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-08-03,5.326532777544592,6.191338324787619,6.8041515151163985,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-08-10,5.2348630739338,6.144239975564087,6.690321428408694,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-08-17,5.157361415726206,6.030847788237031,6.588127315023318,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-08-24,4.915682561804098,5.697605887142354,6.410749096313904,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-08-31,4.897547691652505,5.642725386461833,6.32170107017848,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-09-07,5.014918153626047,5.778551549439106,6.44074991281704,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-09-14,5.095026545386741,5.818547979847818,6.586603308284972,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-09-21,5.199812770869845,5.709156215518153,6.70295699726501,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-09-28,5.071751017080914,5.622634441145875,6.537359628870177,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-10-05,4.881513569175424,5.684114109379715,6.3204508456371045,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-10-12,4.815765306522997,5.8652863174663405,6.300160853232172,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-10-19,5.008101309847249,5.769689536027792,6.462204975071536,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-10-26,5.19022147614262,5.773867889617164,6.735682536454484,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-11-02,5.35182291932888,5.86841986301709,6.763962923811248,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-11-09,5.260592578213286,5.843470586484601,6.773048275119414,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-11-16,5.143204056916537,5.963599579725107,6.637943595928495,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-11-23,5.060703451437021,6.136291750239703,6.62869477974401,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-11-30,5.2682171130214765,6.025772392084233,6.752296210906636,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-12-07,5.38412891395722,5.963129495126715,6.809263375550619,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-12-14,5.552181419598569,5.955440173626176,6.998456487361863,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-12-21,5.883469528712967,6.036206734674537,7.32313570540682,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-12-28,6.1291400667688825,6.160758307526377,7.62285150560412,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-01-04,6.37656358723324,6.67198004959245,7.8986627210739115,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-01-11,6.506858879270254,6.849189094029881,7.968672312637454,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-01-18,6.426836727651413,7.194692183764971,7.874058001994462,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-01-25,6.275655908625978,7.53858039085901,7.748586484521338,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-02-01,6.21138355431272,7.328560628529537,7.647373559498162,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-02-08,6.276942733044816,7.114327801664821,7.707794911263583,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-02-15,6.324278342474948,6.933903721011513,7.846335957031971,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-02-22,6.501190606552057,6.708049036500194,7.972452000437652,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-03-01,6.665034524538627,6.697395563523573,8.156065731302808,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-03-08,6.92836772552102,6.974463398642638,8.451806027931774,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-03-15,7.188212395421694,7.461130969554233,8.639748329306947,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-03-22,7.249276456064325,7.563302251161522,8.814187691714054,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-03-29,7.1965327434208115,8.4934313154494,8.676731660419804,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-04-05,6.867220590985166,7.819084564524772,8.362661609177145,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-04-12,6.561874860167942,7.741132053484208,8.055393476993233,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-04-19,6.39897320027383,7.628063662567409,7.901114845471544,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-04-26,6.4745734475421335,7.442069600052033,7.976811075195886,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-05-03,6.526050166971213,7.192446749655209,7.981588164652943,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-05-10,6.4882575151976125,7.283898598769932,8.008965682743751,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-05-17,6.282961637800248,7.112818436462652,7.783248771157287,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-05-24,6.025773947118984,6.913984716408753,7.4259297858792275,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-05-31,5.691175566928908,6.616368304772166,7.082068453355587,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-06-07,5.396830616872161,6.498896877021438,6.863380565774668,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-06-14,5.236214126146635,6.35561187167814,6.801185250527654,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-06-21,5.365507042969634,6.296704714962029,6.768321972460027,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-06-28,5.4847478357442245,6.335974849721743,6.985758397396546,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-07-05,5.554160831636531,6.383264035902661,7.030263405001328,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-07-12,5.477923767666228,6.4174049329952885,6.9461170925746405,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-07-19,5.344135167866325,6.411224001252526,6.757217898537298,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-07-26,5.135406149005868,6.0918031113652376,6.623718130375472,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-08-02,5.0608483967904245,6.053116553308767,6.53889377892337,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-08-09,4.933544783504456,6.009389170347637,6.469773139706677,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-08-16,4.802566122606055,5.903163506805994,6.365109802176029,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-08-23,4.661789845760722,5.5684086018199865,6.138119775405912,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-08-30,4.569650769901847,5.4999075180284915,6.036919286150731,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-09-06,4.599741496655596,5.622132313220584,6.091290985042983,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-09-13,4.766866626228628,5.663491633772202,6.277156372401077,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-09-20,4.888096177941336,5.5702776442976045,6.378043593833035,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2027-09-27,4.796415099916824,5.49800860850978,6.262304512950929,Brazil HON|12-14 lb,Ensemble Naive+Prophet,Brazil HON,12-14 lb,USD/kg
2026-04-06,7.195600942978009,8.027408497767496,8.645667359707826,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-04-13,6.914952324526304,7.921575369355247,8.239290867629421,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-04-20,6.785577171373915,7.817588628769839,8.193795507766557,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-04-27,6.8170093474892655,7.619965776813032,8.31082784119672,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-05-04,6.88780036886344,7.39315527007574,8.29280659985229,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-05-11,6.882766689037674,7.495151484981804,8.201618588855434,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-05-18,6.606770860636798,7.2800380300358665,8.009988892781715,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-05-25,6.315984436641392,7.084718039123958,7.660544118448741,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-06-01,5.888907083901165,6.7804171434290845,7.3598745478328444,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-06-08,5.697249343498632,6.69745544561774,7.101197991636646,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-06-15,5.553436099684971,6.544553482143417,7.017476851431729,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-06-22,5.657645489667427,6.562208093342681,7.0961593808910814,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-06-29,5.884818185604785,6.63242087578094,7.321044421938842,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-07-06,5.890020090653415,6.587761312802267,7.367800272228545,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-07-13,5.878371543881197,6.6216367867173815,7.260099620576655,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-07-20,5.5704434186975345,6.608853569756504,7.013342861217557,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-07-27,5.47262920282731,6.304456480378118,6.868020144895664,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-08-03,5.384270600784431,6.274668247040909,6.878790760836274,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
2026-08-10,5.329177275140731,6.220259215777885,6.737344846212884,Brazil HON|14-16 lb,Ensemble Naive+Prophet,Brazil HON,14-16 lb,USD/kg
