fecha,forecast_lower,forecast,forecast_upper,serie,modelo,producto,calibre,unidad
2026-08-24,4.945751389874349,5.515790018506282,5.6659318177214075,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-08-31,4.921776202647985,5.418303465069959,5.614277471773341,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-09-07,4.972335923841122,5.4703558250878626,5.673227006970853,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-09-14,5.0650351185934275,5.502097688018999,5.792052393937837,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-09-21,5.135164560991675,5.450455152268224,5.845018704855855,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-09-28,5.090357916175556,5.4322866349877375,5.83110664399112,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-10-05,5.0032820794697415,5.444948575537257,5.724789299721876,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-10-12,4.936316816760196,5.517558758007741,5.657999971648843,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-10-19,4.968684723194998,5.469957786506079,5.651520462241218,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-10-26,5.022651413215192,5.527014159763311,5.729169737373792,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-11-02,5.036903494660001,5.416071430615158,5.749185418743733,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-11-09,5.030191682606961,5.423891712178622,5.7200359327208705,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-11-16,4.973074550917939,5.376006804254074,5.687801744283803,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-11-23,5.015312212391459,5.49824856517254,5.742598927370825,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-11-30,5.097793144871315,5.4760528585919666,5.795848792788961,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-12-07,5.195022221809782,5.5258361586702245,5.917450033301963,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-12-14,5.282501354513964,5.5720823737390965,6.0166329991927325,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-12-21,5.414304302776898,5.482385949119198,6.120145924340363,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2026-12-28,5.561254697913057,5.7411370248457345,6.272245945628877,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-01-04,5.739880045605473,5.879799637206906,6.449712751605117,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-01-11,5.876979486998543,6.133577757037119,6.618054111800194,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-01-18,5.935823939491041,6.366683759693358,6.63693790343383,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-01-25,5.885398973319485,6.4357867166919736,6.614442740736862,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-02-01,5.853224436469533,6.44665047155646,6.591216371917514,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-02-08,5.891276918265084,6.436065520340575,6.582305468394408,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-02-15,5.970592736530103,6.34966000568303,6.674557920334423,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-02-22,6.056643471172628,6.288175458034308,6.7598975908007395,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-03-01,6.157669667573723,6.2847999056428066,6.8612148979104655,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-03-08,6.173710249753648,6.438648556313906,6.891059515074284,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-03-15,6.151375012078169,6.422619533111144,6.913896505623766,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-03-22,6.111560944235234,6.559217656918503,6.851227513672065,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-03-29,6.077134176893073,6.732251631769175,6.752228112702144,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-04-05,5.976458900983649,6.466966917339917,6.6871706119050796,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-04-12,5.91108801042005,6.497338665926781,6.634577349077142,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-04-19,5.899168308983258,6.4595603469274625,6.615666972980814,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-04-26,5.901822328057783,6.423735587829332,6.649900204146958,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-05-03,5.888080836833157,6.579665770568493,6.6133379152586595,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-05-10,5.884807240941485,6.564535989280424,6.589254879734428,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-05-17,5.8597123384473075,6.570455078515139,6.567111877614285,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-05-24,5.794778868757664,6.566591109745048,6.515774701844608,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-05-31,5.716159205003009,6.3956462546130375,6.419616109906118,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-06-07,5.545141475013597,6.20694404556305,6.273464673849895,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-06-14,5.352881442520359,6.116092099622145,6.050216728726724,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-06-21,5.14750097135677,5.910702803681051,5.881867570925965,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-06-28,5.1064968694584305,5.724549703893907,5.819827020158235,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-07-05,5.051157495478617,5.665115912769506,5.756019707806617,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-07-12,4.986013132843332,5.658710094965702,5.706985161278084,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-07-19,4.973899644345114,5.641901576307272,5.6904804851323725,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-07-26,4.943334873644818,5.5781182267954215,5.69417823922096,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-08-02,4.9728200260536335,5.516871609677467,5.701263544928501,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-08-09,4.983644701758782,5.558520529758935,5.7133910459432435,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-08-16,4.956579389667878,5.477390357730065,5.652477332916843,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-08-23,4.832168353035409,5.448443756736509,5.528583579977939,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-08-30,4.756404260536468,5.3435374443861425,5.460817026275759,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-09-06,4.7584310644716155,5.386521489089885,5.508158846041345,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-09-13,4.915101052525193,5.416334574256019,5.61439989073409,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-09-20,4.933593364098376,5.372050777410777,5.714325248077066,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
2027-09-27,4.972355291247235,5.363392899764614,5.659366140543733,USA Fillet|4/5,Ensemble Naive+Prophet,USA Fillet,4/5,USD/lb
